Budget,Gross,Release Date,Runtime,Rating,Rating Count,Net Profit,ROI,Genre_Frequency,MPAA Rating_G,MPAA Rating_PG,MPAA Rating_PG-13,MPAA Rating_R,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_Thriller,Genre_War,Genre_Western
-0.819897895202176,156563139.0,10,-0.6531188817618466,-0.4677965083477201,-0.8368338425244831,121563139.0,3.4732325428571427,0.1499013806706114,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7354361087433335,70100000.0,6,-0.026636169729276255,-1.5985851903968848,-0.9887698514293367,30100000.0,0.7525,0.0512820512820512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.7354361087433335,107458785.0,7,0.4656002468677434,0.3237555690866955,-0.7924736593527559,67458785.0,1.686469625,0.1854043392504931,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7354361087433335,75505856.0,9,-0.25037999545519424,0.889149910111278,-0.6239621203007,35505856.0,0.8876464,0.1499013806706114,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7354361087433335,215900000.0,11,0.4656002468677434,0.5499133054965287,-0.5011444277655485,175900000.0,4.3975,0.1104536489151873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7354361087433335,243240178.0,12,0.9130878983195794,0.889149910111278,-0.37073438032963824,203240178.0,5.08100445,0.1104536489151873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.6509743222844911,178051587.0,6,-0.026636169729276255,-0.015481035528053737,-0.7611929031305165,133051587.0,2.956701933333333,0.0650887573964497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.5834048931174173,352927224.0,3,0.42085148172255976,-0.015481035528053737,-0.5583649360514844,303927224.0,6.202596408163266,0.0650887573964497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.059741817072594204,280000000.0,6,0.37610271657737615,0.09759783267686235,-0.24540495516106967,200000000.0,2.5,0.1499013806706114,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1746373983293141,154864401.0,9,-0.8768627074877646,-0.015481035528053737,-0.793515186917561,140864401.0,10.061742928571428,0.1854043392504931,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.1645019839542532,70906973.0,2,-0.7426164120522138,1.2283865147260271,0.679655694943005,56306973.0,3.8566419863013697,0.1854043392504931,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.0732832545787032,153698625.0,7,-0.25037999545519424,-1.1462697175772185,-0.8617034885231207,133698625.0,6.68493125,0.0552268244575936,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.0563908972869347,227799884.0,6,-0.5636213514714795,-0.12855990373297083,-0.595675755827275,206799884.0,9.847613523809525,0.0512820512820512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.0394985399951664,321365567.0,11,3.463767511595045,2.246096328570276,2.482590715843218,299365567.0,13.607525772727271,0.0078895463510848,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.9888214681198608,441286195.0,11,0.33135395143219254,0.09759783267686235,-0.3472396777320999,416286195.0,16.6514478,0.0552268244575936,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9888214681198608,56505065.0,12,0.5550977771581106,1.002228778316194,-0.6919916524604054,31505065.0,1.2602026,0.1104536489151873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
