Budget,Gross,Release Date,Runtime,Rating,Rating Count,Net Profit,ROI,MPAA Rating_G,MPAA Rating_PG,MPAA Rating_PG-13,MPAA Rating_R,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_Thriller,Genre_War,Genre_Western
38000000.0,299288605.0,6,105.0,6.3,120020.0,261288605.0,6.876015921052631,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45000000.0,302710615.0,3,86.0,6.9,264851.0,257710615.0,5.726902555555555,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50000000.0,314178011.0,12,139.0,7.7,258974.0,264178011.0,5.28356022,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55000000.0,174400000.0,7,92.0,5.4,66725.0,119400000.0,2.170909090909091,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73000000.0,229074524.0,5,129.0,6.6,353168.0,156074524.0,2.138007178082192,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,224012234.0,6,115.0,6.9,261542.0,149012234.0,1.9868297866666669,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,136982834.0,8,135.0,6.7,88858.0,61982834.0,0.8264377866666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,245676146.0,6,138.0,7.3,331618.0,165676146.0,2.070951825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000.0,177977226.0,11,93.0,5.3,79581.0,97977226.0,1.224715325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85000000.0,252712101.0,6,93.0,7.3,188044.0,167712101.0,1.973083541176471,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,315156409.0,7,124.0,6.5,170035.0,230156409.0,2.7077224588235294,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000.0,589390539.0,7,98.0,7.3,486947.0,499390539.0,5.548783766666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90000000.0,171120329.0,7,150.0,7.4,239569.0,81120329.0,0.9013369888888888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110000000.0,333011068.0,12,119.0,6.5,171081.0,223011068.0,2.0273733454545453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000000.0,238200000.0,6,125.0,7.8,978389.0,78200000.0,0.48875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000.0,369884651.0,7,119.0,7.1,278096.0,346884651.0,15.081941347826088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23000000.0,185991646.0,11,90.0,6.1,140363.0,162991646.0,7.086593304347826,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000000.0,289317794.0,12,122.0,7.1,203939.0,264317794.0,10.57271176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000000.0,100491683.0,11,79.0,5.9,17025.0,70491683.0,2.3497227666666665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33000000.0,244386864.0,9,98.0,7.0,224449.0,211386864.0,6.405662545454545,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50000000.0,159700000.0,12,124.0,6.8,56910.0,109700000.0,2.194,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50000000.0,202292902.0,12,115.0,6.8,97429.0,152292902.0,3.04585804,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60000000.0,264118201.0,6,103.0,8.1,859224.0,204118201.0,3.4019700166666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65000000.0,250821495.0,12,119.0,6.6,180707.0,185821495.0,2.8587922307692306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70000000.0,481840909.0,7,169.0,8.6,1140752.0,411840909.0,5.8834415571428575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70000000.0,218613188.0,12,99.0,7.1,110340.0,148613188.0,2.123045542857142,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71000000.0,294456605.0,6,85.0,5.4,87146.0,223456605.0,3.147276126760564,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75000000.0,140464664.0,5,120.0,6.2,153606.0,65464664.0,0.8728621866666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90000000.0,304320254.0,6,88.0,7.6,229669.0,214320254.0,2.381336155555556,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000.0,250649836.0,11,132.0,7.3,216789.0,160649836.0,1.7849981777777777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95000000.0,250288523.0,7,136.0,6.7,159093.0,155288523.0,1.6346160315789473,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000000.0,363258859.0,11,95.0,7.2,251436.0,243258859.0,2.027157158333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130000000.0,379014294.0,5,139.0,5.4,174600.0,249014294.0,1.9154945692307688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140000000.0,553799566.0,7,151.0,6.7,376785.0,413799566.0,2.9557111857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140000000.0,285444603.0,7,127.0,6.6,145685.0,145444603.0,1.0388900214285717,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000000.0,235483004.0,7,95.0,7.0,357670.0,224483004.0,20.40754581818182,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000000.0,356296601.0,9,122.0,8.3,1007472.0,341296601.0,22.753106733333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34200000.0,234801895.0,6,93.0,6.4,188280.0,200601895.0,5.865552485380117,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40000000.0,672806292.0,8,107.0,8.1,860079.0,632806292.0,15.8201573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42000000.0,363889678.0,5,124.0,7.1,251006.0,321889678.0,7.664039952380953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60000000.0,149705852.0,6,116.0,6.3,49909.0,89705852.0,1.4950975333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60000000.0,284600000.0,12,189.0,8.6,1046936.0,224600000.0,3.743333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63000000.0,463517383.0,3,136.0,8.7,1550148.0,400517383.0,6.357418777777778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70000000.0,309457509.0,7,116.0,5.5,88557.0,239457509.0,3.4208215571428573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70000000.0,177841558.0,9,105.0,6.5,67389.0,107841558.0,1.5405936857142857,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80000000.0,176885658.0,3,103.0,6.7,139603.0,96885658.0,1.211070725,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,415885488.0,4,124.0,7.0,372009.0,335885488.0,4.1985686,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000.0,497366869.0,10,92.0,7.9,489299.0,407366869.0,4.526298544444445,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115000000.0,924317558.0,5,136.0,6.5,667362.0,809317558.0,7.037543982608696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133000000.0,300135367.0,12,84.0,5.9,117811.0,167135367.0,1.2566568947368422,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135000000.0,361832400.0,11,128.0,7.4,545440.0,226832400.0,1.68024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000.0,448000000.0,6,88.0,7.3,187724.0,298000000.0,1.9866666666666664,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170000000.0,222104681.0,6,106.0,4.9,146265.0,52104681.0,0.3064981235294117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17000000.0,213525736.0,10,120.0,7.8,242878.0,196525736.0,11.560337411764706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19000000.0,278019771.0,7,88.0,6.2,219032.0,259019771.0,13.63261952631579,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000000.0,173959438.0,5,98.0,5.1,77180.0,143959438.0,4.798647933333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000000.0,136706683.0,9,113.0,7.8,186997.0,106706683.0,3.556889433333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45000000.0,224834564.0,6,84.0,7.0,167036.0,179834564.0,3.996323644444444,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48000000.0,207515725.0,12,147.0,7.6,188060.0,159515725.0,3.3232442708333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52000000.0,256271286.0,3,131.0,7.3,161958.0,204271286.0,3.928293961538461,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55000000.0,330444045.0,10,108.0,7.0,296549.0,275444045.0,5.008073545454545,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70000000.0,374111707.0,12,127.0,6.4,182948.0,304111707.0,4.344452957142857,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,296339527.0,7,104.0,7.4,545440.0,221339527.0,2.9511936933333334,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84000000.0,123307945.0,7,106.0,4.4,46222.0,39307945.0,0.4679517261904762,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90000000.0,429632142.0,12,143.0,7.8,482899.0,339632142.0,3.773690466666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92000000.0,264105545.0,11,98.0,5.5,166141.0,172105545.0,1.870712445652174,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100000000.0,155464351.0,7,130.0,6.6,111917.0,55464351.0,0.55464351,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103000000.0,457640427.0,5,155.0,8.5,1243670.0,354640427.0,3.4431109417475727,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000000.0,215294342.0,6,165.0,7.2,241120.0,105294342.0,0.9572212909090908,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120000000.0,325756637.0,3,130.0,6.4,148948.0,205756637.0,1.7146386416666666,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123000000.0,345141403.0,11,104.0,6.1,186192.0,222141403.0,1.8060276666666664,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125000000.0,546388105.0,5,123.0,6.1,296109.0,421388105.0,3.37110484,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127500000.0,354248063.0,5,82.0,6.5,48922.0,226748063.0,1.7784161803921568,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000.0,287553595.0,8,108.0,6.4,228537.0,257553595.0,8.585119833333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000000.0,147934180.0,3,88.0,5.4,101720.0,112934180.0,3.226690857142857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37000000.0,165335153.0,8,115.0,6.3,118754.0,128335153.0,3.468517648648649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38000000.0,207283925.0,6,106.0,6.8,327057.0,169283925.0,4.454840131578948,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000.0,484409218.0,5,90.0,7.8,574978.0,424409218.0,7.073486966666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000.0,313542341.0,12,135.0,8.2,788060.0,253542341.0,4.2257056833333335,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68000000.0,203388341.0,12,136.0,6.9,237238.0,135388341.0,1.9910050147058824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70000000.0,176104344.0,6,87.0,4.7,39656.0,106104344.0,1.515776342857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,450717150.0,12,116.0,7.8,482386.0,365717150.0,4.302554705882353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87000000.0,351692268.0,2,131.0,6.8,240535.0,264692268.0,3.042439862068965,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90000000.0,347325802.0,8,90.0,6.6,188755.0,257325802.0,2.8591755777777776,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92000000.0,172989651.0,12,144.0,7.7,345280.0,80989651.0,0.8803222934782609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93000000.0,368780809.0,7,92.0,7.4,985292.0,275780809.0,2.9653850430107527,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93000000.0,871368364.0,12,178.0,8.8,1545228.0,778368364.0,8.369552301075268,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98000000.0,433013274.0,4,130.0,6.3,287749.0,335013274.0,3.418502795918368,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000000.0,362211740.0,7,119.0,5.7,203564.0,262211740.0,2.6221174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115000000.0,274703340.0,6,100.0,5.8,188607.0,159703340.0,1.388724695652174,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115000000.0,562816256.0,11,92.0,8.0,758349.0,447816256.0,3.8940544,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125000000.0,975100000.0,11,152.0,7.6,583224.0,850100000.0,6.8008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140000000.0,449220945.0,5,183.0,6.2,297066.0,309220945.0,2.208721035714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000000.0,368744044.0,2,95.0,6.5,114907.0,363744044.0,72.7488088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000000.0,180622424.0,9,108.0,6.2,96978.0,150622424.0,5.020747466666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48000000.0,249348933.0,10,115.0,7.1,303397.0,201348933.0,4.1947694375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000000.0,171269535.0,6,96.0,5.8,129182.0,121269535.0,2.4253907,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59000000.0,383257136.0,3,81.0,7.5,411963.0,324257136.0,5.495883661016949,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000.0,214034224.0,6,119.0,7.9,481712.0,154034224.0,2.567237066666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63000000.0,296655431.0,7,94.0,6.2,186825.0,233655431.0,3.708816365079365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65000000.0,172855065.0,10,104.0,5.6,45755.0,107855065.0,1.6593086923076923,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70000000.0,277448382.0,8,124.0,5.9,167855.0,207448382.0,2.963548314285714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72000000.0,408247917.0,8,106.0,6.7,321975.0,336247917.0,4.670109958333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79000000.0,926287400.0,12,179.0,8.7,1383826.0,847287400.0,10.725156962025316,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80000000.0,145771527.0,6,85.0,6.7,351725.0,65771527.0,0.8221440875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84000000.0,275650703.0,6,88.0,5.0,90185.0,191650703.0,2.281555988095238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100000000.0,876688482.0,11,161.0,7.4,505027.0,776688482.0,7.76688482,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102000000.0,358372926.0,6,145.0,7.6,477892.0,256372926.0,2.5134600588235294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120000000.0,649398328.0,5,142.0,6.6,587304.0,529398328.0,4.411652733333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139000000.0,821708551.0,5,121.0,7.3,652224.0,682708551.0,4.911572309352518,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140000000.0,441800000.0,7,88.0,7.4,489354.0,301800000.0,2.1557142857142857,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000000.0,431971116.0,11,133.0,6.1,194441.0,291971116.0,2.085507971428572,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000.0,132675402.0,3,105.0,5.6,33619.0,112675402.0,5.6337701,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32000000.0,173398518.0,10,97.0,6.9,194453.0,141398518.0,4.4187036875,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38000000.0,197011982.0,7,84.0,4.2,50809.0,159011982.0,4.184525842105264,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40000000.0,190212113.0,12,98.0,5.8,88445.0,150212113.0,3.755302825,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,195745823.0,4,106.0,6.2,194353.0,120745823.0,1.6099443066666668,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76000000.0,236350661.0,6,107.0,5.9,236645.0,160350661.0,2.1098771184210525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000.0,484572835.0,5,101.0,6.7,351725.0,404572835.0,5.0571604375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,116643346.0,8,117.0,6.0,132856.0,36643346.0,0.458041825,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80000000.0,266728738.0,12,128.0,6.7,105201.0,186728738.0,2.334109225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87000000.0,148336445.0,7,141.0,7.3,63813.0,61336445.0,0.7050166091954023,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94000000.0,940335536.0,5,100.0,8.1,887773.0,846335536.0,9.003569531914893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94000000.0,1118888979.0,12,201.0,8.9,1529953.0,1024888979.0,10.903074244680852,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110000000.0,407700000.0,5,133.0,7.4,489354.0,297700000.0,2.7063636363636365,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000000.0,273339556.0,7,147.0,6.6,210294.0,143339556.0,1.1026119692307692,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137000000.0,245360480.0,6,138.0,5.6,242722.0,108360480.0,0.7909524087591241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140000000.0,655011224.0,7,143.0,8.0,976208.0,515011224.0,3.6786516,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000000.0,456758981.0,12,154.0,7.7,376039.0,316758981.0,2.26256415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150000000.0,738599701.0,5,138.0,7.2,487328.0,588599701.0,3.923998006666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150000000.0,424988211.0,11,129.0,6.7,423134.0,274988211.0,1.83325474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200000000.0,435000000.0,7,109.0,6.3,357127.0,235000000.0,1.175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6000000.0,119114517.0,6,122.0,7.5,123244.0,113114517.0,18.8524195,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000.0,167722310.0,6,92.0,6.1,232864.0,147722310.0,7.3861155,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000000.0,611899420.0,2,127.0,7.1,203486.0,581899420.0,19.39664733333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60000000.0,256697520.0,7,108.0,6.5,231358.0,196697520.0,3.278292,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75000000.0,196482882.0,2,99.0,6.8,308950.0,121482882.0,1.61977176,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,288500217.0,7,108.0,7.7,412796.0,213500217.0,2.84666956,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,367275019.0,9,90.0,6.0,157494.0,292275019.0,3.897000253333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,516642939.0,12,115.0,6.3,241144.0,436642939.0,5.4580367375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92000000.0,631442092.0,11,115.0,8.0,617102.0,539442092.0,5.863501,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100000000.0,347451894.0,11,131.0,6.8,289084.0,247451894.0,2.47451894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110000000.0,362744280.0,12,125.0,6.5,337180.0,252744280.0,2.2976752727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120000000.0,347234916.0,7,115.0,7.1,472748.0,227234916.0,1.8936243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125000000.0,544272402.0,5,124.0,6.4,393340.0,419272402.0,3.354179216,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000000.0,789804554.0,5,141.0,7.9,501648.0,659804554.0,5.075419646153846,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140000000.0,209073645.0,12,108.0,6.8,187021.0,69073645.0,0.4933831785714285,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150000000.0,919838758.0,5,93.0,7.2,391295.0,769838758.0,5.132258386666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160000000.0,300257475.0,5,132.0,6.1,232864.0,140257475.0,0.87660921875,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165000000.0,305875730.0,11,100.0,6.6,158237.0,140875730.0,0.8537923030303031,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175000000.0,497409852.0,5,163.0,7.2,460689.0,322409852.0,1.8423420114285716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200000000.0,783766341.0,6,127.0,7.3,511447.0,583766341.0,2.918831705,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26000000.0,109449237.0,8,116.0,7.7,500448.0,83449237.0,3.2095860384615387,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28000000.0,186438883.0,9,136.0,7.8,218317.0,158438883.0,5.658531535714285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000.0,285176741.0,7,119.0,6.9,318291.0,245176741.0,6.129418525,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55000000.0,223387299.0,9,98.0,6.3,145570.0,168387299.0,3.0615872545454543,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56000000.0,113006880.0,3,95.0,5.6,82064.0,57006880.0,1.01798,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70000000.0,368100420.0,2,118.0,6.6,282005.0,298100420.0,4.258577428571429,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,260696994.0,3,91.0,6.3,124743.0,185696994.0,2.47595992,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,532680671.0,5,86.0,6.9,340576.0,457680671.0,6.102408946666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82000000.0,190320568.0,5,113.0,6.4,153016.0,108320568.0,1.3209825365853658,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100000000.0,330579719.0,6,106.0,5.7,300723.0,230579719.0,2.30579719,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000000.0,202026112.0,12,90.0,6.1,126990.0,102026112.0,1.02026112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110000000.0,478207520.0,6,120.0,6.7,150380.0,368207520.0,3.347341090909091,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113000000.0,850000000.0,5,140.0,7.5,653713.0,737000000.0,6.522123893805309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132000000.0,591739379.0,6,116.0,6.5,394088.0,459739379.0,3.4828740833333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150000000.0,374218673.0,6,140.0,8.2,1222163.0,224218673.0,1.4947911533333331,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000.0,474968763.0,7,115.0,6.6,397238.0,324968763.0,2.16645842,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150000000.0,314432665.0,11,81.0,5.7,80293.0,164432665.0,1.0962177666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000.0,895921036.0,11,157.0,7.7,500448.0,745921036.0,4.9728069066666665,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
